Fecha,Desembocadura rambla Albujón,Obra de paso bajo carretera Los Urrutia,Desembocadura rambla de Miranda,Desembocadura rambla del Miedo,El Carmolí,Desembocadura rambla de las Matildes,Rambla de las Matildes - corriente sur,Lo Poyo,Lengua de Vaca,Valla Militar,Freático Los Alcázares,Venta Simón
2021-09-07,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-08,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-09,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-10,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-11,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-12,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-13,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-14,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-15,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-16,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-17,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-18,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-19,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-20,0.92,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
2021-09-23,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-30,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0
2021-10-08,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0
2021-10-15,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0
2021-10-22,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
2021-10-28,4.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0
2021-11-05,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0
2021-11-11,6.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
2021-11-18,2.55,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.09,0.0
2021-11-25,16.15,2.86,8.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
2021-12-02,6.5,0.64,1.01,0.0,0.0,0.0,0.12,0.06,0.0,0.0,0.05,0.0
2021-12-10,6.29,0.49,0.55,0.0,0.0,0.0,0.09,0.06,0.0,0.0,0.14,0.0
2021-12-17,1.16,0.33,0.27,0.0,0.0,0.0,0.08,0.04,0.0,0.0,0.11,0.0
2021-12-23,6.31,0.33,0.15,0.0,0.0,0.0,0.07,0.06,0.0,0.0,0.17,0.0
2021-12-30,3.71,0.96,0.1,0.0,0.0,0.0,0.07,0.04,0.0,0.0,0.1,0.0
2022-01-04,3.53,0.46,0.12,0.0,0.0,0.0,0.03,0.05,0.0,0.04,0.48,0.0
2022-01-13,2.15,0.45,0.05,0.0,0.0,0.0,0.02,0.14,0.01,0.01,0.24,0.0
2022-01-20,8.2,0.33,0.04,0.0,0.0,0.0,0.04,0.05,0.0,0.01,0.57,0.0
2022-01-25,3.31,0.44,0.1,0.0,0.0,0.0,0.04,0.13,0.01,0.01,0.48,0.0
2022-02-02,3.57,0.4,0.09,0.0,0.0,0.0,0.05,0.04,0.01,0.0,0.48,0.0
2022-02-10,4.17,0.22,0.06,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.18,0.0
2022-02-16,2.79,0.22,0.02,0.0,0.0,0.0,0.03,0.03,0.0,0.01,0.28,0.0
2022-02-24,0.56,0.19,0.01,0.0,0.0,0.0,0.04,0.03,0.0,0.0,0.26,0.62
2022-03-02,2.22,0.27,0.0,0.0,0.0,0.0,0.08,0.03,0.0,0.0,0.22,0.0
2022-03-10,2.37,0.54,0.4,0.0,0.0,0.0,0.04,0.08,0.02,0.0,0.2,0.6
2022-03-15,1.54,0.8,0.25,0.0,0.0,0.0,0.22,0.05,0.0,0.0,0.1,0.0
2022-03-24,139.22,13.66,6.89,0.0,0.0,0.02,0.08,0.23,0.0,0.7,1.66,0.0
2022-03-31,76.83,6.36,3.41,0.0,0.0,0.02,0.16,0.47,0.08,0.15,0.73,0.0
2022-04-06,71.21,3.98,34.41,0.0,0.41,0.04,0.95,0.68,0.48,0.47,1.22,0.0
2022-04-11,54.24,4.52,2.88,0.0,0.0,0.02,0.59,0.17,0.0,0.02,0.53,0.0
2022-04-21,103.54,4.05,0.64,0.0,0.0,0.01,0.17,0.35,0.55,0.05,1.65,0.0
2022-04-27,45.42,1.27,1.23,0.0,0.0,0.01,0.16,0.08,0.03,0.01,0.64,0.0
2022-05-05,89.56,4.19,1.26,0.0,0.0,0.0,0.37,0.28,0.05,0.0,0.26,0.0
2022-05-12,54.77,1.17,0.7,0.0,0.0,0.01,0.19,0.12,0.01,0.0,0.1,0.0
2022-05-19,25.77,0.66,0.51,0.0,0.0,0.0,0.14,0.11,0.01,0.0,0.24,0.0
2022-05-26,19.2,0.73,0.53,0.0,0.0,0.0,0.12,0.03,0.01,0.0,0.11,0.0
2022-06-02,9.75,0.33,0.62,0.0,0.0,0.01,0.19,0.05,0.02,0.01,0.28,0.0
2022-06-03,14.2,0.25,1.06,0.0,0.0,0.0,0.39,0.67,0.03,0.0,0.23,0.0
2022-06-04,11.47,0.14,2.46,0.0,0.0,0.0,0.48,0.08,0.05,0.0,0.31,0.0
2022-06-05,12.51,0.14,1.35,0.0,0.0,0.0,0.41,0.09,0.03,0.0,0.3,0.0
2022-06-06,10.98,0.11,0.52,0.0,0.0,0.0,0.33,0.06,0.02,0.0,0.21,0.0
2022-06-07,18.93,0.3,0.4,0.0,0.0,0.0,0.23,0.07,0.02,0.0,0.26,0.0
2022-06-08,17.03,0.13,0.15,0.0,0.0,0.0,0.1,0.05,0.01,0.0,0.26,0.0
2022-06-09,13.96,0.15,0.07,0.0,0.0,0.0,0.1,0.01,0.01,0.0,0.34,0.0
2022-06-10,19.52,0.12,0.12,0.0,0.0,0.0,0.16,0.08,0.01,0.0,0.29,0.0
2022-06-11,18.17,0.14,0.21,0.0,0.0,0.0,0.11,0.06,0.01,0.0,0.2,0.0
2022-06-12,26.2,0.13,0.02,0.0,0.0,0.0,0.18,0.04,0.01,0.0,0.2,0.0
2022-06-13,18.58,0.19,0.05,0.0,0.0,0.0,0.1,0.05,0.01,0.0,0.06,0.0
2022-06-14,16.54,0.14,0.0,0.0,0.0,0.0,0.09,0.04,0.01,0.0,0.08,0.0
2022-06-15,12.38,0.09,0.0,0.0,0.0,0.0,0.13,0.05,0.0,0.0,0.27,0.0
2022-06-16,23.06,0.12,0.0,0.0,0.0,0.0,0.08,0.06,0.0,0.0,0.32,0.0
2022-06-17,14.28,0.15,0.0,0.0,0.0,0.0,0.06,0.03,0.0,0.0,0.21,0.0
2022-06-18,16.01,0.25,0.0,0.0,0.0,0.0,0.12,0.02,0.0,0.0,0.2,0.0
2022-06-19,37.75,0.22,0.0,0.0,0.0,0.0,0.06,0.05,0.0,0.0,0.35,0.0
2022-06-20,34.51,0.14,0.0,0.0,0.0,0.0,0.05,0.04,0.0,0.0,0.37,0.0
2022-06-21,35.94,0.18,0.0,0.0,0.0,0.0,0.04,0.06,0.0,0.0,0.16,0.0
2022-06-22,49.88,0.17,0.0,0.0,0.0,0.0,0.1,0.03,0.0,0.0,0.14,0.0
2022-06-23,40.65,0.17,0.0,0.0,0.0,0.0,0.11,0.04,0.0,0.0,0.08,0.0
2022-06-24,35.18,0.16,0.0,0.0,0.0,0.0,0.17,0.03,0.0,0.0,0.36,0.0
2022-06-25,31.07,0.1,0.0,0.0,0.0,0.0,0.06,0.05,0.0,0.0,0.1,0.0
2022-06-26,32.99,0.09,0.0,0.0,0.0,0.0,0.05,0.02,0.0,0.0,0.11,0.0
2022-06-27,37.73,0.16,0.0,0.0,0.0,0.0,0.05,0.01,0.0,0.0,0.11,0.0
2022-06-28,22.39,0.11,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.0,0.1,0.0
2022-06-29,36.84,0.09,0.0,0.0,0.0,0.0,0.06,0.01,0.0,0.0,0.39,0.0
2022-06-30,31.78,0.09,0.0,0.0,0.0,0.0,0.1,0.02,0.0,0.0,0.25,0.0
2022-07-01,42.69,0.09,0.0,0.0,0.0,0.0,0.2,0.01,0.0,0.0,0.34,0.0
2022-07-02,22.5,0.16,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.22,0.0
2022-07-03,24.88,0.12,0.0,0.0,0.0,0.0,0.06,0.02,0.0,0.0,0.34,0.0
2022-07-04,34.34,0.16,0.0,0.0,0.0,0.0,0.04,0.03,0.0,0.0,0.35,0.0
2022-07-05,25.86,0.1,0.0,0.0,0.0,0.0,0.05,0.04,0.07,0.0,0.34,0.0
2022-07-06,30.1,0.11,0.0,0.0,0.0,0.0,0.03,0.05,0.0,0.0,0.34,0.0
2022-07-07,23.66,0.21,0.0,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.64,0.0
2022-07-08,28.06,0.14,0.0,0.0,0.0,0.0,0.06,0.25,0.0,0.0,0.25,0.0
2022-07-09,29.79,0.13,0.0,0.0,0.0,0.0,0.04,0.17,0.0,0.0,0.34,0.0
2022-07-10,42.37,0.07,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.38,0.0
2022-07-11,59.56,0.09,0.0,0.0,0.0,0.0,0.19,0.06,0.0,0.0,0.64,0.0
2022-07-12,36.22,0.06,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.2,0.0
2022-07-13,32.97,0.24,0.0,0.0,0.0,0.0,0.08,0.02,0.0,0.0,0.23,0.0
2022-07-14,29.31,0.04,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.27,0.0
2022-07-15,29.0,0.12,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.0,0.3,0.0
2022-07-16,10.94,0.13,0.0,0.0,0.0,0.0,0.04,0.03,0.0,0.0,0.39,0.0
2022-07-17,5.44,0.05,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.25,0.0
2022-07-18,6.98,0.07,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.15,0.0
2022-07-19,6.36,0.06,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.21,0.0
2022-07-20,9.21,0.07,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.22,0.0
2022-07-21,8.94,0.05,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.0,0.17,0.0
2022-07-22,6.44,0.1,0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.0,0.21,0.0
2022-07-23,7.24,0.05,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.13,0.0
2022-07-24,6.58,0.06,0.0,0.0,0.0,0.0,0.04,0.01,0.0,0.0,0.15,0.0
2022-07-25,6.4,0.05,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.17,0.0
2022-07-26,6.05,0.06,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.17,0.0
2022-07-27,5.77,0.05,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.18,0.3
2022-07-28,6.68,0.06,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.18,0.0
2022-07-29,6.26,0.08,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.22,0.0
2022-07-30,7.16,0.08,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.24,0.0
2022-07-31,4.57,0.05,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.17,0.0
2022-08-01,3.65,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.07,0.0
2022-08-02,4.96,0.03,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.12,0.0
2022-08-03,4.61,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.17,0.18
2022-08-04,4.36,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.18,0.0
2022-08-05,5.29,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.15,0.0
2022-08-06,4.79,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.21,0.0
2022-08-07,5.1,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.18,0.0
2022-08-08,4.99,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.17,0.0
2022-08-09,2.46,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.0,0.11,0.0
2022-08-10,5.15,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.18,0.23
2022-08-11,4.66,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.13,0.0
2022-08-12,7.18,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.12,0.0
2022-08-13,4.49,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.1,0.0
2022-08-14,4.64,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.1,0.0
2022-08-15,5.77,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.1,0.0
2022-08-16,5.82,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.04,0.0
2022-08-17,3.66,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.12,0.17
2022-08-18,6.57,0.0,0.0,0.0,0.0,0.0,0.02,0.12,0.0,0.0,0.23,0.0
2022-08-19,3.42,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.0,0.0,0.09,0.0
2022-08-20,3.49,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.0,0.0,0.12,0.0
2022-08-21,3.37,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.13,0.0
2022-08-22,2.37,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.17,0.0
2022-08-23,2.67,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.27,0.0
2022-08-24,3.19,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.3,0.44
2022-08-25,3.16,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.31,0.0
2022-08-26,3.45,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.31,0.0
2022-08-27,3.39,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.58,0.0
2022-08-28,2.99,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.48,0.0
2022-08-29,3.3,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.0,0.0,0.71,0.0
2022-08-30,3.33,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.0,0.22,0.0
2022-08-31,6.56,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.0,0.43,0.48
2022-09-01,8.19,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.0,0.52,0.0
2022-09-02,3.78,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.69,0.0
2022-09-03,3.76,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.53,0.0
2022-09-04,3.8,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.72,0.0
2022-09-07,3.54,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.0,0.0,0.4,0.5
2022-09-08,2.06,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.0,0.27,0.61
2022-09-09,2.32,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.0,0.27,0.54
2022-09-14,2.83,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.0,0.0,0.32,0.52
2022-09-15,2.32,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.3,0.47
2022-09-16,3.02,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.0,0.53,0.5
2022-09-21,3.03,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.92,1.03
2022-09-22,4.26,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.0,0.69,1.1
2022-09-23,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.59,1.14
2022-09-26,434.62,144.0,0.0,0.0,0.0,0.0,4.98,8.12,0.0,0.0,1.48,14.79
2022-09-28,16.37,4.6,0.0,0.0,0.0,0.0,0.05,0.4,0.0,0.0,1.42,2.43
2022-09-30,10.8,4.6,0.0,0.0,0.0,0.0,0.03,0.07,0.0,0.0,0.82,2.04
2022-10-03,11.47,1.03,0.0,0.0,0.0,0.0,0.05,0.04,0.0,0.0,0.81,0.0
2022-10-06,14.39,0.0,0.0,0.0,0.0,0.0,0.36,0.13,0.0,0.0,1.48,3.1
2022-10-10,14.59,2.84,0.0,0.0,0.0,0.0,0.16,0.06,0.0,0.0,1.23,1.11
2022-10-13,18.42,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.0,0.0,1.21,0.84
2022-10-17,16.35,1.39,0.0,0.0,0.0,0.0,0.12,0.05,0.0,0.0,0.65,0.0
2022-10-21,20.18,0.0,0.0,0.0,0.0,0.0,0.09,0.04,0.0,0.0,1.32,1.94
2022-10-24,15.61,0.47,0.0,0.0,0.0,0.0,0.11,0.05,0.0,0.0,0.82,1.73
2022-10-27,16.98,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.0,0.0,0.65,1.9
2022-11-02,18.11,0.59,0.0,0.0,0.0,0.0,0.07,0.04,0.0,0.0,0.42,1.86
2022-11-04,16.49,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.0,0.0,0.64,2.35
2022-11-07,14.9,0.42,0.0,0.0,0.0,0.0,0.09,0.04,0.0,0.0,0.51,2.72
2022-11-10,34.4,0.0,0.0,0.0,0.0,0.0,0.12,0.04,0.0,0.0,0.58,2.25
2022-11-14,12.96,0.52,0.0,0.0,0.0,0.0,0.13,0.09,0.0,0.0,0.2,0.0
2022-11-17,23.0,0.0,0.0,0.0,0.0,0.0,0.12,0.07,0.0,0.0,0.13,0.0
2022-11-21,17.59,0.42,0.0,0.0,0.0,0.0,0.1,0.04,0.0,0.0,0.09,0.0
2022-11-24,17.26,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.29,0.0
2022-11-28,15.5,0.32,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.24,0.0
2022-12-01,20.81,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.0,0.0,0.24,0.0
2022-12-05,13.63,0.93,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.81,0.0
2022-12-07,8.27,0.0,0.0,0.0,0.0,0.0,0.08,0.2,0.0,0.0,0.42,0.0
2022-12-12,16.85,0.52,0.0,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.33,0.0
2022-12-15,31.49,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.0,0.0,0.34,0.0
2022-12-19,13.48,0.34,0.0,0.0,0.0,0.0,0.07,0.09,0.0,0.0,0.2,0.0
2022-12-22,19.22,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.45,0.0
2022-12-27,10.58,0.61,0.0,0.0,0.0,0.0,0.06,0.1,0.0,0.0,0.13,0.0
2022-12-29,15.34,0.0,0.0,0.0,0.0,0.0,0.1,0.12,0.0,0.0,0.06,0.0
2023-01-03,5.63,0.88,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.05,0.0
2023-01-04,8.65,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.0,0.0,0.1,0.0
2023-01-09,13.87,0.6,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.0,0.07,0.0
2023-01-12,24.02,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.06,0.0
2023-01-16,6.35,0.68,0.0,0.0,0.0,0.0,0.04,0.06,0.0,0.0,0.12,0.0
2023-01-19,13.71,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.0,0.0,0.11,0.0
2023-01-23,4.5,0.55,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.0,0.08,0.0
2023-01-26,12.35,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.15,0.0
2023-01-30,12.41,0.1,0.0,0.0,0.0,0.0,0.08,0.07,0.0,0.0,0.11,0.0
2023-02-02,5.55,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.0,0.0,0.1,0.0
2023-02-06,3.75,0.3,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.1,0.0
2023-02-09,22.27,0.0,0.0,0.0,0.0,0.0,0.06,0.09,0.0,0.0,0.08,0.0
2023-02-13,10.25,0.48,0.0,0.0,0.0,0.0,0.1,0.03,0.0,0.0,0.08,0.0
2023-02-15,7.85,0.41,0.23,0.0,0.0,0.0,0.06,0.05,0.0,0.0,0.05,0.0
2023-02-17,3.4,0.46,0.24,0.0,0.0,0.0,0.06,0.04,0.0,0.0,0.1,0.0
2023-02-20,10.3,0.31,0.16,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.01,0.0
2023-02-22,8.12,0.24,0.11,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.01,0.0
2023-02-24,7.22,0.44,0.25,0.0,0.0,0.0,0.53,0.32,0.0,0.0,0.21,0.0
2023-02-27,4.11,0.11,0.08,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0
2023-03-01,7.94,0.11,0.02,0.0,0.0,0.0,0.03,0.06,0.0,0.0,0.03,0.0
2023-03-03,9.61,0.4,0.14,0.0,0.0,0.0,0.02,0.05,0.0,0.0,0.07,0.0
2023-03-06,5.64,0.12,0.01,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.3,0.0
2023-03-08,4.45,0.1,0.03,0.0,0.0,0.0,0.08,0.05,0.0,0.0,0.64,0.0
2023-03-10,5.5,0.17,0.03,0.0,0.0,0.0,0.07,0.05,0.0,0.0,0.67,0.0
2023-03-13,1.93,0.08,0.04,0.0,0.0,0.0,0.06,0.03,0.0,0.0,0.29,0.0
2023-03-15,5.42,0.07,0.16,0.0,0.0,0.0,0.07,0.04,0.0,0.0,0.07,0.0
2023-03-17,6.29,0.06,0.1,0.0,0.0,0.0,0.06,0.04,0.0,0.0,0.05,0.0
2023-03-20,10.32,0.15,0.29,0.0,0.0,0.0,0.06,0.02,0.0,0.0,0.15,0.0
2023-03-22,9.75,0.15,0.39,0.0,0.0,0.0,0.05,0.03,0.0,0.0,0.02,0.0
2023-03-24,4.8,0.13,0.48,0.0,0.0,0.0,0.05,0.04,0.0,0.0,0.14,0.0
2023-03-27,3.51,0.06,0.2,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0
2023-03-29,6.31,0.06,0.16,0.0,0.0,0.0,0.04,0.01,0.0,0.0,0.0,0.0
2023-03-31,6.78,0.04,0.24,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0
2023-04-03,6.65,0.06,0.16,0.0,0.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0
2023-04-04,6.55,0.04,0.2,0.0,0.0,0.0,0.04,0.01,0.0,0.0,0.0,0.0
2023-04-12,5.06,0.05,0.09,0.0,0.0,0.0,0.05,0.02,0.0,0.0,0.0,0.0
2023-04-14,3.12,0.05,0.11,0.0,0.0,0.0,0.05,0.01,0.0,0.0,0.0,0.0
2023-04-17,1.62,0.01,0.04,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
2023-04-19,1.21,0.02,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
2023-04-21,2.06,0.01,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
2023-04-24,1.72,0.0,0.06,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
2023-04-26,1.34,0.0,0.06,0.0,0.0,0.0,0.02,0.06,0.0,0.0,0.0,0.0
2023-04-28,1.29,0.0,0.07,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
2023-05-02,1.71,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.1,0.0
2023-05-03,1.86,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.11,0.0
2023-05-05,1.29,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0
2023-05-08,1.3,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
2023-05-10,1.42,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
2023-05-12,1.17,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
2023-05-15,3.81,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
2023-05-17,5.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
