Fecha,Drenaje Los Alcázares,Desembocadura rambla Albujón,Aguas arriba Barrio de la Fuensanta,Badén aguas abajo La Puebla,Pasaje la balsa,EDAR Torre-Pacheco,Tuberías salmuera bajo N-332,Canal D-7,Azud CHS,Tramo Medio Rambla Albujón,Surgencia,Aliviadero,Obra de paso bajo carretera Los Urrutia,Desembocadura rambla de Miranda,Desembocadura rambla del Miedo,El Carmolí,Desembocadura rambla de las Matildes,Rambla de las Matildes - corriente sur,Lo Poyo,Lengua de Vaca,Valla Militar,Freático Los Alcázares,Venta Simón
2021-09-01,0,8557,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-02,0,8336,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-03,0,8058,0.0,0.0,0.0,0.0,0.0,7856,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-04,0,7226,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-05,0,7848,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-06,0,8710,7533.0,0.0,0.0,0.0,0.0,7884,0,6350,0.0,0,0,0,0,0,0,38520,0,0,0,0,0
2021-09-07,0,7724,7530.0,6934.0,3496.0,9655.0,0.0,7866,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-08,0,7958,7837.0,6193.0,9472.0,9999.0,0.0,5771,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-09,0,7807,7638.0,7463.0,10382.0,9925.0,0.0,8005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-10,0,8422,8117.0,8186.0,10708.0,10148.0,0.0,8116,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-11,0,8083,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-12,0,8672,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-13,0,8478,8523.0,10415.0,10263.0,10217.0,0.0,8243,0,9108,0.0,0,0,0,0,0,0,44825,0,0,0,0,0
2021-09-14,0,8930,8703.0,10045.0,10646.0,10082.0,0.0,8176,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-15,0,8353,8027.0,8696.0,9853.0,9365.0,0.0,7441,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16,0,8179,7839.0,8455.0,9911.0,9452.0,0.0,7598,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-17,0,8230,8006.0,8585.0,9949.0,9593.0,0.0,7655,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-18,0,8389,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-19,0,8403,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-20,0,8407,0.0,0.0,0.0,0.0,0.0,7841,0,9332,0.0,0,0,0,0,0,0,36518,0,0,0,0,0
2021-09-23,0,5845,0.0,0.0,0.0,0.0,0.0,7426,0,0,0.0,0,0,0,0,0,0,42155,46684,64112,0,0,0
2021-09-30,0,7739,0.0,0.0,0.0,0.0,0.0,7994,0,0,0.0,0,0,0,0,0,0,36432,45341,60291,0,8502,9395
2021-10-08,0,7571,0.0,0.0,0.0,0.0,0.0,7598,0,0,0.0,0,0,0,0,0,0,33938,43105,57297,0,8335,8741
2021-10-15,0,8003,0.0,0.0,0.0,0.0,0.0,7294,0,0,0.0,0,0,0,0,0,0,33762,43949,54839,0,8264,8158
2021-10-22,0,7755,0.0,0.0,0.0,0.0,0.0,7171,0,0,0.0,0,0,0,0,0,0,31755,39250,58728,0,8474,0
2021-10-28,0,4830,0.0,0.0,0.0,0.0,0.0,5995,0,0,0.0,0,0,0,0,0,0,29552,36154,58004,0,7112,6196
2021-11-05,0,7305,0.0,0.0,0.0,0.0,0.0,7331,0,0,0.0,0,0,0,0,0,0,28031,37759,60059,0,7880,7744
2021-11-11,0,7149,0.0,0.0,0.0,0.0,0.0,7106,0,0,0.0,0,0,0,0,0,0,25779,29637,59957,0,7749,7539
2021-11-18,0,7354,0.0,0.0,0.0,0.0,0.0,7303,0,0,0.0,0,0,0,0,0,0,25560,28929,59102,0,7841,7846
2021-11-25,0,6845,0.0,0.0,0.0,0.0,0.0,7399,0,0,0.0,0,8733,7044,0,0,0,22542,21099,59800,0,7055,7042
2021-12-02,0,7539,0.0,0.0,0.0,0.0,0.0,7724,0,0,0.0,0,8995,9200,0,0,0,24285,32023,59916,0,8011,7920
2021-12-10,0,7334,0.0,0.0,0.0,0.0,0.0,7463,0,0,0.0,0,9051,10140,0,0,16262,23326,24562,53632,12160,8486,9561
2021-12-17,0,7488,0.0,0.0,0.0,0.0,0.0,7913,0,0,0.0,0,9401,10920,0,0,0,23942,25734,52302,0,9875,0
2021-12-23,0,7527,0.0,0.0,0.0,0.0,0.0,7505,0,0,0.0,0,9090,10740,0,0,0,22281,43317,68860,12969,12760,7983
2021-12-30,0,7660,0.0,0.0,0.0,0.0,0.0,7804,0,0,0.0,0,9305,11138,0,0,0,22746,27221,56950,0,8327,8052
2022-01-04,0,7957,0.0,0.0,0.0,0.0,0.0,7513,0,0,0.0,0,9354,14468,0,0,0,27969,31625,59817,7537,7358,8062
2022-01-13,0,7469,0.0,0.0,0.0,0.0,0.0,6854,0,0,0.0,0,9208,9173,0,0,0,22570,22953,45494,11909,8091,7934
2022-01-20,0,6953,0.0,0.0,0.0,0.0,0.0,7450,0,0,0.0,0,8842,13430,0,0,0,22104,22739,40921,10152,7291,7365
2022-01-25,0,7460,0.0,0.0,0.0,0.0,0.0,7552,0,0,0.0,0,9153,11769,0,0,12440,21262,21784,41050,11860,8063,7791
2022-02-02,0,7490,0.0,0.0,0.0,0.0,0.0,7481,0,0,0.0,0,9207,11358,0,0,12125,22375,22125,41209,10918,8052,7892
2022-02-10,0,7517,0.0,0.0,0.0,0.0,0.0,7569,0,0,0.0,0,9499,11437,0,0,0,21487,25690,34664,0,8462,7915
2022-02-16,0,7930,0.0,0.0,0.0,0.0,0.0,7789,0,0,0.0,0,9684,11819,0,0,0,24912,27588,36499,12715,8039,7815
2022-02-24,0,7929,0.0,0.0,0.0,0.0,0.0,7514,0,0,0.0,0,9556,14750,0,0,0,22208,26638,31715,12099,8374,8220
2022-03-02,0,7771,0.0,0.0,0.0,0.0,0.0,7552,0,0,0.0,0,9590,21053,0,0,0,25827,31550,29205,0,7824,0
2022-03-10,0,7186,0.0,0.0,0.0,0.0,0.0,7441,0,0,0.0,0,8764,8700,0,0,9734,19523,21569,17700,12093,8013,7996
2022-03-15,0,7596,0.0,0.0,0.0,0.0,0.0,7406,0,0,0.0,0,9261,9563,0,0,0,24684,28610,0,8530,8162,0
2022-03-24,0,3194,0.0,0.0,0.0,0.0,0.0,5984,0,0,0.0,0,7316,5143,0,0,12063,15881,14932,0,6452,6651,0
2022-03-31,0,6689,0.0,0.0,0.0,0.0,0.0,6827,0,0,0.0,6150,9920,8387,0,0,12236,10518,11513,9967,7967,8249,0
2022-04-06,0,4871,0.0,0.0,0.0,0.0,0.0,5894,0,0,0.0,2081,6612,1649,0,3182,6105,5093,6238,1825,6132,6078,0
2022-04-11,0,6737,0.0,0.0,0.0,0.0,0.0,6625,0,0,0.0,8699,9402,7970,0,0,11281,16121,14342,0,9583,9359,0
2022-04-21,0,4771,0.0,0.0,0.0,0.0,0.0,4679,0,0,0.0,0,7515,8467,0,0,9424,12400,13243,41711,7353,6483,0
2022-04-27,0,6963,0.0,0.0,0.0,0.0,0.0,7482,0,0,0.0,0,9066,8562,0,0,12123,15500,23382,48360,11232,8809,0
2022-05-05,0,4742,0.0,0.0,0.0,0.0,0.0,4546,0,0,0.0,6707,6630,8479,0,0,7527,11010,15343,21508,9445,6969,0
2022-05-12,0,7574,0.0,0.0,0.0,0.0,0.0,7624,0,0,0.0,0,9549,9308,0,0,15499,13820,20939,36630,0,8692,0
2022-05-19,0,7651,0.0,0.0,0.0,0.0,0.0,7849,0,0,0.0,0,9689,9391,0,0,14879,14020,22850,37877,0,8998,0
2022-05-26,0,6987,0.0,0.0,0.0,0.0,0.0,8023,0,0,0.0,0,9204,9749,0,0,55133,19157,29373,43770,9666,8387,0
2022-06-02,0,6647,0.0,0.0,0.0,0.0,0.0,7039,0,0,0.0,0,7876,45835,0,0,47792,16141,24555,39920,0,8599,0
2022-06-03,0,6757,0.0,0.0,0.0,0.0,0.0,6974,0,0,0.0,0,7889,45748,0,0,0,15935,27278,53529,0,8957,0
2022-06-04,0,7140,0.0,0.0,0.0,0.0,0.0,7655,0,0,0.0,0,8483,45301,0,0,0,15337,25903,48163,0,8628,0
2022-06-05,0,7052,0.0,0.0,0.0,0.0,0.0,7810,0,0,0.0,0,8483,46422,0,0,0,22803,29907,50291,0,8606,0
2022-06-06,0,7439,0.0,0.0,0.0,0.0,0.0,7878,0,0,0.0,0,8852,53647,0,0,0,18696,26517,55653,0,9290,0
2022-06-07,0,6163,0.0,0.0,0.0,0.0,0.0,6735,0,0,0.0,0,7427,48133,0,0,0,16349,22677,45928,0,7683,0
2022-06-08,0,7010,0.0,0.0,0.0,0.0,0.0,7428,0,0,0.0,0,8332,51568,0,0,0,18248,26371,49312,0,9357,0
2022-06-09,0,6902,0.0,0.0,0.0,0.0,0.0,7388,0,0,0.0,0,8287,53867,0,0,0,19319,27551,55938,0,9786,0
2022-06-10,0,6826,0.0,0.0,0.0,0.0,0.0,7265,0,0,0.0,0,8136,50688,0,0,0,18223,26974,49131,0,9131,0
2022-06-11,0,6886,0.0,0.0,0.0,0.0,0.0,7231,0,0,0.0,0,8086,46097,0,0,0,19213,27989,47296,0,9303,0
2022-06-12,0,6731,0.0,0.0,0.0,0.0,0.0,7234,0,0,0.0,0,8073,45088,0,0,0,18521,28624,46662,0,9352,0
2022-06-13,0,6598,0.0,0.0,0.0,0.0,0.0,7024,0,0,0.0,0,8548,45527,0,0,0,19002,24548,45374,0,8417,0
2022-06-14,0,7116,0.0,0.0,0.0,0.0,0.0,7921,0,0,0.0,0,8690,0,0,0,0,20223,27398,57795,0,9114,0
2022-06-15,0,7254,0.0,0.0,0.0,0.0,0.0,7693,0,0,0.0,0,8520,0,0,0,0,18998,29012,0,0,8428,0
2022-06-16,0,6110,0.0,0.0,0.0,0.0,0.0,6610,0,0,0.0,7210,7270,0,0,0,0,16230,24350,0,0,7220,0
2022-06-17,0,7290,0.0,0.0,0.0,0.0,0.0,7820,0,0,0.0,0,8740,0,0,0,0,20350,28560,0,0,8570,0
